"Day","Subject","Treat","Rep","Glucose","Galactose","Fructose","Xylose","Arabinose","Fucose","Rhamnose","GlcA","GalA","GlcNAc","GalNAc","Mannose","Allose","Ribose"
"d2","Sub5","MSPrebio","A",10.8724053291403,0,0.0406146126424618,0,0,0.0089593193049036,0.0260767097092799,0,0.000584003053107745,0,0.00105550487272516,0.00467965697765397,0,0.0711039580602995
"d2","Sub5","MSPrebio","B",6.5255733966963,0,0.0307133090911511,0,0,0.0122677655278604,0.0228286997286665,0,0,0,0,0.00379828414768196,0,0.0733405263297435
"d2","Sub5","MSPrebio","C",6.0440676821239,0,0.0201335459039996,0,0,0.0111278159929581,0.0228411442988264,0,0,0,0,0.00411652775291233,0,0.0503551744001255
"d3","Sub5","MSPrebio","A",9.4677410466313,0,0.0342015476169727,0.0053957491417063,0.00952049657128805,0.0141534393638637,0.0208311784872045,0,0,0,0.00108655880650209,0.0047620350243577,0,0.0708306315709595
"d3","Sub5","MSPrebio","B",7.76566909070215,0,0.0307485068138663,0.00338680704694768,0.00901359825791475,0.0133649301504612,0.0235473804818964,0,0,0,0,0.00475359152195345,0,0.070068133013199
"d3","Sub5","MSPrebio","C",9.28511696025635,0,0.0351048798261225,0.00539692709302475,0.0104959856084416,0.0134868891387465,0.0259320694949746,0,0.0008975126727637,0,0,0.00459010652401353,0,0.054999992869011
"d0","NoSub","ctl-m","A",0.00156413121945261,0,0,0,0,0,0,0,0,0,0,0,0,0.00164646784808273
"d0","NoSub","ctl-m","B",0.001866538098635,0,0,0,0,0,0,0,0,0,0,0,0,0.00173607663255813
"d0","NoSub","ctl-m","C",0.00448249528930134,0,0,0,0,0,0.000190767127614449,0,0,0,0,0,0,0.00201981066954383
"d1","NoSub","ctl-m","A",0.00209057832464985,0,0,0,0,0.00144997590107211,0.000101821745122151,0,0,0,0,0,0,0.00181871414001746
"d1","NoSub","ctl-m","B",0.00092536222205915,0,0,0.000658355954894465,0,0.00153676394127302,0,0,0,0,0,0,0,0.00191182566063156
"d1","NoSub","ctl-m","C",0.00107606119571639,0,0,0,0,0,0,0,0,0,0,0,0,0.00186307373725046
"d2","NoSub","ctl-m","A",0.00178329344321778,0,0,0.00120313558512998,0,0.00185015002397116,0,0,0,0,0,0,0,0.00212071234455948
"d2","NoSub","ctl-m","B",0.00137878953705729,0,0,0,0,0.00272309886863863,0,0,0,0,0,0,0,0.00271840313197149
"d2","NoSub","ctl-m","C",0.00076896726244341,0,0,0,0,0.00246945260361887,0,0,0,0,0,0,0,0.00159240326332076
"d3","NoSub","ctl-m","A",0.00184941838469839,0,0,0,0,0.000810918988402165,0,0,0,0,0,0,0,0.00184758522091675
"d3","NoSub","ctl-m","B",0.00268221531702591,0,0,0,0,0.00265627281234102,0,0,0,0,0,0,0,0.00316469101736802
"d3","NoSub","ctl-m","C",0.000652808218320845,0,0,0,0,0.00160576481791535,0,0,0,0,0,0,0,0.00118322905090663
"d0","NoSub","Sunfiber","A",0.0462860057915679,3.64297845410827,0.0068545473578415,0,0,0,0.000827904747145765,0,0,0,0,3.98005964425808,0,0.0213927167917861
"d0","NoSub","Sunfiber","B",0.050070402760346,4.09068588398496,0.00947876601378975,0,0,0,0.00106593724361981,0,0,0,0,4.55412763377256,0,0.0215033511020519
"d0","NoSub","Sunfiber","C",0.044615398686785,4.28537321156499,0.0091243321712928,0,0.0075814823117383,0,0.000942498806237485,0,0,0,0,4.93476821793835,0,0.0239637158182955
"d1","NoSub","Sunfiber","A",0.05687907866351,3.8166789349663,0.0148681988985319,0.0135060527278609,0,0,0.00071516196682981,0,0.00083949236480549,0,0,3.99436803541803,0,0.021089044544105
"d1","NoSub","Sunfiber","B",0.047863432859682,4.10149441189838,0.00910512504412405,0,0,0,0.00061174919819801,0,0.000481301850810384,0,0,4.46376143901703,0,0.0216699560648865
"d1","NoSub","Sunfiber","C",0.052835203748756,4.76797429179279,0.0131862247704779,0.00791418840202305,0,0,0.0010541387089633,0,0.00102784815548377,0,0,5.50990917684045,0,0.0282083170093936
"d2","NoSub","Sunfiber","A",0.05657056448305,5.028319337912,0.011346406523234,0,0,0,0.000787732335158455,0,0,0,0,5.5612363177002,0,0.0297161166657827
"d2","NoSub","Sunfiber","B",0.058201963056692,4.3935647272651,0.0105212679736757,0,0,0,0.00100346003557904,0,0,0,0,4.94238879421515,0,0.0232556559776435
"d2","NoSub","Sunfiber","C",0.0445656332311926,4.06593072426836,0,0,0.0221078889742094,0,0.00113627019468619,0,0.00177882633098939,0,0,4.27195890941469,0,0.0218118185460824
"d3","NoSub","Sunfiber","A",0.050765821350823,4.12387317512805,0,0.00881911611990485,0.0257025849194316,0.0030238139871172,0,0,0,0,0,4.61885357326081,0,0.0230840507550984
"d3","NoSub","Sunfiber","B",0.0623665260444525,4.55158715654978,0,0.00101766488754573,0.0237615301205639,0.00438626394174462,0,0,0,0,0,4.51470844943314,0,0.0237383825903712
"d3","NoSub","Sunfiber","C",0.0693611325072565,5.91607991326345,0,0.0145475546643547,0.0396451851096407,0.00755942529824635,0,0,0,0,0,6.6796655211255,0,0.0339324844682002
"d0","Sub1","Sunfiber","A",0.096963631629265,3.62328989420542,0.0090415323407592,0,0.0491454024957549,0,0.0116661115987723,0,0,0,0,4.07355129542405,0,0.0456423661067816
"d0","Sub1","Sunfiber","B",0.107223016100964,4.24486950756357,0.0110780412825274,0.0572528297873785,0,0,0.0112993208322139,0,0,0,0,4.4526580616442,0,0.0483407748229766
"d0","Sub1","Sunfiber","C",0.1122692467304,4.01349847953732,0.00878637221652745,0.081727553386938,0,0,0.0135216807798522,0,0,0,0,4.18833030240992,0,0.050516843897732
"d1","Sub1","Sunfiber","A",0.12788494641997,3.06978299360782,0.00670271794590055,0,0,0,0.0175783288159643,0,0.00166554592552368,0,0,3.36255920554594,0,0.0276287889997419
"d1","Sub1","Sunfiber","B",0.122971383427891,3.1490249619301,0,0.0059918451149627,0,0.0159550450882704,0.0164752600593373,0,0,0.00242842710897242,0,3.84608964117373,0,0.0282375536470402
"d1","Sub1","Sunfiber","C",0.115090733282867,3.02253825658287,0,0.0154144273458552,0.0208769788937675,0.0167346641435192,0.0161151794106766,0,0.00147125513846234,0.00231878074459951,0,3.3582243935897,0,0.0314409699074517
"d2","Sub1","Sunfiber","A",0.118835450162172,3.50542668836433,0.00977834427183715,0.0503617824269145,0.00873739701645655,0,0.016101432054958,0,0,0.00252694026746155,0,3.89877793666352,0,0.0315283173198381
"d2","Sub1","Sunfiber","B",0.108432323127337,3.13003111489087,0.00944454713234335,0.0326065760754713,0.013873412563787,0,0.0151693330797125,0,0.00121000014550287,0,0,3.35238720299651,0,0.0270054042733844
"d2","Sub1","Sunfiber","C",0.109982941017421,3.46022685626135,0.0125924784003254,0.0310333199675521,0.0197887686210515,0.0137611860780969,0.0158751827357836,0,0,0.00461062070803049,0,3.8060348125917,0,0.0295018149225671
"d3","Sub1","Sunfiber","A",0.148407571566713,3.75405216371753,0,0.0121827764340636,0.0218531724971598,0.01663004209015,0.0181150265645986,0,0,0,0.00246235141153011,4.11647285039969,0,0.0354143284133101
"d3","Sub1","Sunfiber","B",0.121546506489135,3.22882151432641,0,0.0387310302111408,0.0160400224854357,0.0127991963548061,0.0137549949671859,0,0,0,0,3.31693791480622,0,0.0253051956252675
"d3","Sub1","Sunfiber","C",0.119502209700087,3.21195421397279,0,0.0120624479465445,0.0345085728201091,0.0168094619695785,0.0171581111128193,0,0,0,0,3.96898984881474,0,0.0305375603035667
"d0","Sub2","Sunfiber","A",0.05422875621245,3.13500700918305,0.0068528134545245,0,0,0,0.0118829652363055,0,0,0,0,3.61310331181215,0,0.0304938697401236
"d0","Sub2","Sunfiber","B",0.068239731070787,3.86095771304048,0.00954713084554535,0,0,0,0.0182490532375947,0,0,0,0,4.20310025933615,0,0.0392497853117682
"d0","Sub2","Sunfiber","C",0.0724315349193695,3.68341839091102,0.0101283705741136,0,0,0,0.0167210801437476,0,0,0,0,4.14213096855898,0,0.0398254020343626
"d1","Sub2","Sunfiber","A",0.161821225463672,0.747590985524065,0,0.00735103467775175,0,0.0309866122168957,0.0515191825219745,0,0,0.00223376848667078,0,0.66296624556423,0,0.0393849081423048
"d1","Sub2","Sunfiber","B",0.156456759150618,0.742221223534755,0,0.00286262658433751,0,0.017435130800159,0.0481058028996464,0,0,0,0,0.57522844678754,0,0.0366728563731363
"d1","Sub2","Sunfiber","C",0.174279008779617,0.87722352185204,0,0.0207801136803945,0,0.0343083982058085,0.056666668149915,0,0,0.00331008885502106,0,0.739778420659175,0,0.0414666960669694
"d2","Sub2","Sunfiber","A",0.148806689548016,0.684441285619905,0,0.0234196626383805,0.0087424525419337,0.0312658368151053,0.0579026371126685,0,0.000551880368097895,0.00340126058459421,0,0.584577455507105,0,0.0372979629710236
"d2","Sub2","Sunfiber","B",0.144320784543671,0.66274916003366,0,0.00937608923013985,0,0.0182555916076414,0.0550276402556015,0,0,0.00214577359801521,0,0.455592947173505,0,0.0328121783455195
"d2","Sub2","Sunfiber","C",0.136254821657381,0.74341257819137,0,0.00198424421995811,0,0.026899578357512,0.050822140304649,0,0,0.00363234447619081,0,0.548714778388725,0,0.0332306690390658
"d3","Sub2","Sunfiber","A",0.091666080521268,0.416538058307579,0,0.0125258895682743,0.0063308208181662,0.022725459653059,0.0439123398145543,0,0,0.00278422863956184,0,0.465511785646811,0,0.0226590250160478
"d3","Sub2","Sunfiber","B",0.14298207461151,0.451603735828525,0,0.0353736464877564,0.0126810659975233,0.0249362057217244,0.0501392265932515,0,0,0,0,0.439690859785224,0,0.0270526322387809
